Tweet,Tweet,0.0
@lopezobrador_ Y HORA PASA HACER DE LA MAFIA DEL ( PRI- MOR ❤️ ) https://t.co/TAMb11ry9M,@lopezobrador_ AND HORA GOES TO MAKE THE MAFIA DEL (PRI- MOR ❤️) https://t.co/TAMb11ry9M,0.0
@miffim @Aeromexico @lopezobrador_ Y tu crees que el aeropuerto nuevo corregiría las demoras? 😱  yo creo que nada tiene que ver....,@lopezobrador_ AND HORA GOES TO MAKE THE MAFIA DEL (PRI- MOR ❤️) https://t.co/TAMb11ry9M,0.0
"RT @Concanaco: ✅ Conoce los Ejes de un México Próspero que le presentamos al presidente virtual electo, Andrés Manuel López Obrador y que e…","RT @ Concanaco: ✅ Know the Axes of a Prosperous Mexico that we present to the elected virtual president, Andrés Manuel López Obrador and that ...",0.0
"El traidor de Noroña.. siempre haciéndole oposición a @lopezobrador_ , no se olvida cuando quería destronar a lopez… https://t.co/J9lvqAHodu","The traitor of Noroña .. always making opposition to @lopezobrador_, do not forget when he wanted to dethrone lopez ... https://t.co/J9lvqAHodu",0.0
@epigmenioibarra @lopezobrador_ La reconciliación no está peleada con la justicia. El pueblo clama por justicia par… https://t.co/TnHXPaXYJR,@epigmenioibarra @lopezobrador_ Reconciliation is not fought with justice. The people cry for justice for ... https://t.co/TnHXPaXYJR,0.0
"RT @epigmenioibarra: Yo tengo Presidente no Tlatoani
No exijo a @lopezobrador_ sacrificios humanos para legitimarse.
Los quinazos, meter a…","RT @epigmenioibarra: I have President not Tlatoani
I do not demand @lopezobrador_ human sacrifices to legitimize.
Los quinazos, tuck ...",0.0
"@jzugazagoitia @samuba61 @lili_0069 @rhgirard @econokafka @lopezobrador_ @ABarrancoCh https://t.co/suTL2Jmktd  
Hay… https://t.co/t0sDg0LlTY","@jzugazagoitia @ samuba61 @ lili_0069 @rhgirard @econokafka @lopezobrador_ @ABarrancoCh https://t.co/suTL2Jmktd
Hay ... https://t.co/t0sDg0LlTY",0.0
"RT @HectorAtarrabia: El pendejo histórico es el que gusta de que sus pendejadas queden registradas para la Historia...
😂😂😂😂😂😂😂😂😂😂😂 https://…","@jzugazagoitia @ samuba61 @ lili_0069 @rhgirard @econokafka @lopezobrador_ @ABarrancoCh https://t.co/suTL2Jmktd
Hay ... https://t.co/t0sDg0LlTY",0.0
"RT @TiburonJaro8: @cesamo70 bloqueando a quien con argumentos sólidos te hace ver tu error.

Entonces ya no es un simple error.

Es querer…","RT @ TiburonJaro8: @ cesamo70 blocking who with solid arguments makes you see your error.

Then it is no longer a simple mistake.

It's wanting ...",0.0
@QuiqueMontal @gabriel67891734 @cpalomecq @jorgesuarezv @lopezobrador_ Televisa? La misma televisa que le hacía ent… https://t.co/eOrIHHVOnQ,@QuiqueMontal @ gabriel67891734 @cpalomecq @jorgesuarezv @lopezobrador_ Televisa? The same television that made him ent ... https://t.co/eOrIHHVOnQ,0.0
RT @aldemok: Tal y como lo dijo el entrevista pasada el maester de Master @AlfredoJalifeR_ México no tiene banca no tiene ejército no tenem…,RT @aldemok: As it was said in the interview last Master's Master @ AlfredoJalifeR_ Mexico does not have a bank does not have an army ...,0.0
"RT @jgnaredo: Dice @jorgeramosnews que @lopezobrador_ comienza a “traicionar” a sus votantes por haber nombrado a Bartlett en la CFE.

Duda…","RT @jgnaredo: @jorgeramosnews says that @lopezobrador_ begins to ""betray"" its voters for having named Bartlett in the CFE.

Doubt…",0.0
"@DefiendoMiiVoto @armando_ds @lopezobrador_ @jorgeramosnews 
Ya tuviste cierto impacto nocivo pero en fin ...es lo… https://t.co/uKdWc0kPfZ","@DefiendoMiiVoto @armando_ds @lopezobrador_ @jorgeramosnews
You already had some harmful impact but anyway ... it's the ... https://t.co/uKdWc0kPfZ",0.0
"RT @ANDROMACO64: Andrés Manuel. Vengo a que me pagues los departamentos que te gané en el debate. 

Mira Pepe Meade. Ejoj departamentoj no…","RT @ ANDROMACO64: Andrés Manuel. I come to you to pay me the departments that I won you in the debate.

Look Pepe Meade. Ejoj departmentj no ...",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
"#LasMásLeídas @lopezobrador_ se reúne con @JoseAMeadeK y celebra la unidad 
https://t.co/oQ3gvxbxij https://t.co/kNqEEXp0xv","# LasMásLeídas @lopezobrador_ meets with @JoseAMeadeK and celebrates the unity
https://t.co/oQ3gvxbxij https://t.co/kNqEEXp0xv",0.0
"#LasMásLeídas @lopezobrador_ se reúne con @JoseAMeadeK y celebra la unidad 
https://t.co/oQ3gvxbxij https://t.co/kNqEEXp0xv","# LasMásLeídas @lopezobrador_ meets with @JoseAMeadeK and celebrates the unity
https://t.co/oQ3gvxbxij https://t.co/kNqEEXp0xv",0.0
@VicenteFoxQue Hey Vicente I like you. I don’t like Trump but I wanna remind you how you were bashing… https://t.co/YDwAnNkuOf,@VicenteFoxQue Hey Vicente I like you. I don’t like Trump but I wanna remind you how you were bashing… https://t.co/YDwAnNkuOf,0.0
"@rocionahle @lopezobrador_ Le corresponde al Ministerio Público investigar y punto, por  estrategia postergar es pe… https://t.co/3U44byaf3H","@rocionahle @lopezobrador_ It is up to the Public Prosecutor's Office to investigate and point, for postponing strategy is pe ... https://t.co/3U44byaf3H",0.0
"Si
Acepta a todos, menos a Anaya o a Meade.","Yes
Accept everyone, except Anaya or Meade.",0.0
RT @OvejaElectrica_: Lo guardamos y me cago en tu tuit. 😂😂😂😂 https://t.co/ZlShURkAuq,"Yes
Accept everyone, except Anaya or Meade.",0.0
"RT @isagrol: @DefiendoMiiVoto @armando_ds @lopezobrador_ @jorgeramosnews 
Ya tuviste cierto impacto nocivo pero en fin ...es lo que buscaba…","RT @isagrol: @DefiendoMiiVoto @armando_ds @lopezobrador_ @jorgeramosnews
You already had some harmful impact but anyway ... that's what I was looking for ...",0.0
"RT @ferbelaunzaran: ¿De dónde saca @lopezobrador_ que es obligación del Estado laico procurar el “bienestar del alma”?

Tiene 30 millones d…","RT @ferbelaunzaran: Where does @lopezobrador_ come from? What is the obligation of the secular State to seek the ""welfare of the soul""?

It has 30 million d ...",0.0
@lopezobrador_ @VicenteFoxQue,@lopezobrador_ @VicenteFoxQue,0.0
@aldemok @isagrol @AlfredoJalifeR_ @lopezobrador_  https://t.co/Cih1eEMhGR,@aldemok @isagrol @AlfredoJalifeR_ @lopezobrador_ https://t.co/Cih1eEMhGR,0.0
"RT @PabloHiriart: Se me ocurre preguntar si el derrotado fuera @lopezobrador_ y el triunfador @JoseAMeadeK , habría ido el perdedor a salud…","RT @PabloHiriart: It occurs to me to ask if the defeated were @lopezobrador_ and the winner @JoseAMeadeK, the loser would have gone to health ...",0.0
"RT @epigmenioibarra: Yo tengo Presidente no Tlatoani
No exijo a @lopezobrador_ sacrificios humanos para legitimarse.
Los quinazos, meter a…","RT @epigmenioibarra: I have President not Tlatoani
I do not demand @lopezobrador_ human sacrifices to legitimize.
Los quinazos, tuck ...",0.0
RT @vampipe: Mensaje grabado desde el sótano de @lopezobrador_. https://t.co/hwmKO2FtYP,RT @vampipe: Message recorded from the basement of @lopezobrador_. https://t.co/hwmKO2FtYP,0.0
RT @Stefano17833040: @aldemok @isagrol @AlfredoJalifeR_ @lopezobrador_  https://t.co/Cih1eEMhGR,RT @Stefano17833040: @aldemok @isagrol @AlfredoJalifeR_ @lopezobrador_  https://t.co/Cih1eEMhGR,0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
@vampipe @lopezobrador_ exquisito...,@vampipe @lopezobrador_ exquisito ...,0.0
RT @Nacion321: Conoce a @Blanca_IHP la ingeniera ambiental y perito del Colegio de Ingenieros Ambientales que será la titular de @conagua_m…,RT @ Nacion321: Meet @Blanca_IHP the environmental engineer and expert of the College of Environmental Engineers who will be the owner of @ conagua_m ...,0.0
"@tatclouthier @TigreCharr0 @lopezobrador_ @m_ebrard @martibatres @Claudiashein Aguas con el canto de las sirenas tatiana ,son perversos .","@tatclouthier @ TigreCharr0 @lopezobrador_ @m_ebrard @martibatres @Claudiashein Waters with the song of the tatiana sirens, they are perverse.",0.0
RT GerardoAbudS: Alejandro Murat on Twitter https://t.co/uq0FgdrfkN,RT GerardoAbudS: Alejandro Murat on Twitter https://t.co/uq0FgdrfkN,0.0
RT @aldemok: Tal y como lo dijo el entrevista pasada el maester de Master @AlfredoJalifeR_ México no tiene banca no tiene ejército no tenem…,RT @aldemok: As it was said in the interview last Master's Master @ AlfredoJalifeR_ Mexico does not have a bank does not have an army ...,0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
"RT @PabloHiriart: Se me ocurre preguntar si el derrotado fuera @lopezobrador_ y el triunfador @JoseAMeadeK , habría ido el perdedor a salud…","RT @PabloHiriart: It occurs to me to ask if the defeated were @lopezobrador_ and the winner @JoseAMeadeK, the loser would have gone to health ...",0.0
"RT @MarianaDiazLuna: Se me ocurre preguntar si tú en lugar de venderte como un disque ""periodista"" hubieras sido... lo que eres, un Don nad…","RT @MarianaDiazLuna: It occurs to me to ask if instead of selling you as a ""journalist"" disc you would have been ... what you are, a Don nad ...",0.0
"RT @jgnaredo: Dice @jorgeramosnews que @lopezobrador_ comienza a “traicionar” a sus votantes por haber nombrado a Bartlett en la CFE.

Duda…","RT @jgnaredo: @jorgeramosnews says that @lopezobrador_ begins to ""betray"" its voters for having named Bartlett in the CFE.

Doubt…",0.0
RT @FGeopolitico: Se concreta lo dicho hace un mes por el Dr @AlfredoJalifeR_? Un acercamiento el día de hoy entre @LopezObrador_  y @JoseA…,RT @FGeopolitico: What has been said a month ago by Dr @AlfredoJalifeR_? An approach today between @LopezObrador_ and @ JoseA ...,0.0
"Ojo, esa modalidad de ataque con drones al presidente venezolano nos deja tarea en México, Urge planteamiento al re… https://t.co/QPCNDG1FZO","Eye, that modality of attack with drones to the Venezuelan president leaves us homework in Mexico, Urge approach to the re ... https://t.co/QPCNDG1FZO",0.0
"RT @PabloHiriart: Se me ocurre preguntar si el derrotado fuera @lopezobrador_ y el triunfador @JoseAMeadeK , habría ido el perdedor a salud…","RT @PabloHiriart: It occurs to me to ask if the defeated were @lopezobrador_ and the winner @JoseAMeadeK, the loser would have gone to health ...",0.0
@lopezobrador_  https://t.co/R7K0oib7pC,@lopezobrador_ https://t.co/R7K0oib7pC,0.0
RT @carmitamocas: @jgnaredo @jorgeramosnews @lopezobrador_ Yo soy una de los 30 millones de mexicanos que votamos por AMLO y @jorgeramosnew…,RT @carmitamocas: @jgnaredo @jorgeramosnews @lopezobrador_ I am one of the 30 million Mexicans who voted for AMLO and @ jorgeramosnew ...,0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
"RT @lrincon110951: Al paso que vamos, dentro de poco tiempo veremos una reunión entre el presidente virtual @lopezobrador_ y el líder de la…","RT @ lrincon110951: As we go, in a short time we will see a meeting between the virtual president @lopezobrador_ and the leader of the ...",0.0
"RT @miqegalva: Ah raza, las señales estaban antes de que ganará y se hicieron pendejos, ahora no andén chillando hdspm https://t.co/LgJrTIa…","RT @miqegalva: Oh race, the signs were before he won and became assholes, now he is not screaming hdspm https://t.co/LgJrTIa...",0.0
"Pues ya, q esperan? Q llegue navidad para envolverle las rejas como regalo! 
@romerodeschamps @omarfayad… https://t.co/Pmai9PC8JW","Well, what do you expect? Q arrive Christmas to wrap the bars as a gift!
@romerodeschamps @ omarfayad ... https://t.co/Pmai9PC8JW",0.0
"Se me ocurre preguntar si el derrotado fuera lopezobrador_ y el triunfador JoseAMeadeK , habría ido el perdedor a s… https://t.co/L3SvZ3MaRo","It occurs to me to ask if the defeated were lopezobrador_ and the winner JoseAMeadeK, would have gone the loser to s ... https://t.co/L3SvZ3MaRo",0.0
"No procesar a Romero Dechams, Moreiras , FHerrera, Duartes, Lozoya, Estafa Maestra, Odebretch, Ruiz Esparza, EPN ,… https://t.co/zFrNTnAgSD","Do not prosecute Romero Dechams, Moreiras, FHerrera, Duartes, Lozoya, Master Scam, Odebrecht, Ruiz Esparza, EPN, ... https://t.co/zFrNTnAgSD",0.0
"Se me ocurre preguntar si el derrotado fuera lopezobrador_ y el triunfador JoseAMeadeK , habría ido el perdedor a s… https://t.co/d7P1SAPDnV","It occurs to me to ask if the defeated were lopezobrador_ and the winner JoseAMeadeK, the loser would have gone to s ... https://t.co/d7P1SAPDnV",0.0
"RT @revistapolemon: ¿Ya conoces los dos grandes proyectos que prepara @LopezObrador_ para iniciar con todo su Presidencia?

Acá te contamos…","RT @revistapolemon: Do you already know the two big projects that @LopezObrador_ prepares to start with your entire Presidency?

Here we tell you ...",0.0
RT @LaydaSansores: “Hay que poner orden en el sector energético” -dice @lopezobrador_ al defender el nombramiento de @ManuelBartlett.- “Hoy…,"RT @LaydaSansores: ""We must put order in the energy sector"" -says @lopezobrador_ when defending the appointment of @ ManuelBartlett.- ""Today ...",0.0
RT @lopezdoriga: Ahora resulta... Y me acusas hasta con el sismológico 😂😂😂😂 ¡Wey! https://t.co/Co53D29Ssv,"RT @LaydaSansores: ""We must put order in the energy sector"" -says @lopezobrador_ when defending the appointment of @ ManuelBartlett.- ""Today ...",0.0
"RT @epigmenioibarra: Yo tengo Presidente no Tlatoani
No exijo a @lopezobrador_ sacrificios humanos para legitimarse.
Los quinazos, meter a…","RT @epigmenioibarra: I have President not Tlatoani
I do not demand @lopezobrador_ human sacrifices to legitimize.
Los quinazos, tuck ...",0.0
"RT @revistapolemon: ¿Ya conoces los dos grandes proyectos que prepara @LopezObrador_ para iniciar con todo su Presidencia?

Acá te contamos…","RT @revistapolemon: Do you already know the two big projects that @LopezObrador_ prepares to start with your entire Presidency?

Here we tell you ...",0.0
"@epigmenioibarra @lopezobrador_ Pongo de ej. el infonavit para quitar casas los demanda un despacho de cobranza, lo… https://t.co/iFWRldIETo","@epigmenioibarra @lopezobrador_ I put ex. the infonavit to remove houses are demanded by a collection office, what ... https://t.co/iFWRldIETo",0.0
"@lopezobrador_ Presidente 
@nytimes @sabinaberman @Navarretecarlos @gracoramirez @yeidckol @kdartigues… https://t.co/IP4MBpDP8z","@lopezobrador_ President
@nytimes @sabinaberman @Navarretecarlos @gracoramirez @yeidckol @ kdartigues ... https://t.co/IP4MBpDP8z",0.0
"RT @mariocampos: Por eso no hay que perder amigos y familiares en las campañas. Lo dijimos, al final los políticos se ponen de acuerdo. htt…","RT @mariocampos: That's why you should not lose friends and family in campaigns. We said it, in the end the politicians agree. htt ...",0.0
"RT @BlancaB21456016: @lopezobrador_ Hoy estuvimos mi hermano Arturo Barrios y mis amigos; Gaby pinto,José Alberto, Ernesto y Consuegra; afu…","RT @ BlancaB21456016: @lopezobrador_ Today we were my brother Arturo Barrios and my friends; Gaby pinto, José Alberto, Ernesto and Consuegra; afu ...",0.0
"RT @jgnaredo: Dice @jorgeramosnews que @lopezobrador_ comienza a “traicionar” a sus votantes por haber nombrado a Bartlett en la CFE.

Duda…","RT @jgnaredo: @jorgeramosnews says that @lopezobrador_ begins to ""betray"" its voters for having named Bartlett in the CFE.

Doubt…",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
"RT @rubengluengas: #VIDEO Al carecer México de banca nacional, @AlfredoJalifeR_ afirma sería necesario para gobierno de @lopezobrador_ tene…","RT @rubengluengas: #VIDEO Since Mexico lacks national banking, @AlfredoJalifeR_ would be necessary for the government of @lopezobrador_ tene ...",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
"RT @NachoRgz: Bartlett está con @lopezobrador_ desde hace AÑOS, incluso antes que fundara MORENA. Así que decir que AMLO ""traicionó"" a sus…","RT @NachoRgz: Bartlett is with @lopezobrador_ for YEARS, even before he founded MORENA. So to say that AMLO ""betrayed"" his ...",0.0
"RT @ANDROMACO64: Andrés Manuel. Vengo a que me pagues los departamentos que te gané en el debate. 

Mira Pepe Meade. Ejoj departamentoj no…","RT @ ANDROMACO64: Andrés Manuel. I come to you to pay me the departments that I won you in the debate.

Look Pepe Meade. Ejoj departmentj no ...",0.0
"RT @epigmenioibarra: Yo tengo Presidente no Tlatoani
No exijo a @lopezobrador_ sacrificios humanos para legitimarse.
Los quinazos, meter a…","RT @epigmenioibarra: I have President not Tlatoani
I do not demand @lopezobrador_ human sacrifices to legitimize.
Los quinazos, tuck ...",0.0
Viajará lopezobrador_ a Chiapas este sábado para analizar tema agropecuario https://t.co/ZNgEKSOv4u https://t.co/wjIkU41KRt,It will travel lopezobrador_ to Chiapas this Saturday to analyze agricultural issue https://t.co/ZNgEKSOv4u https://t.co/wjIkU41KRt,0.0
"RT @jgnaredo: Dice @jorgeramosnews que @lopezobrador_ comienza a “traicionar” a sus votantes por haber nombrado a Bartlett en la CFE.

Duda…","RT @jgnaredo: @jorgeramosnews says that @lopezobrador_ begins to ""betray"" its voters for having named Bartlett in the CFE.

Doubt…",0.0
"RT @FGeopolitico: @lopezdoriga Ya ""ENCONTRASTE"" a Frida Sofia?

Ccp @AlfredoJalifer_ @julioastillero @fernandeznorona @rubengluengas. @lope…","RT @FGeopolitico: @lopezdoriga Already ""ENCONTRASTE"" to Frida Sofia?

Ccp @AlfredoJalifer_ @julioastillero @fernandeznorona @rubengluengas. @ lope ...",0.0
"RT @lopezobrador_: El 1 de julio por la noche me habló por teléfono para reconocer nuestro triunfo, José Antonio Meade. En ese entonces, le…","RT @lopezobrador_: On July 1, at night, he spoke to me on the phone to recognize our victory, José Antonio Meade. At that time, you ...",0.0
"RT @Nacion321: #FelizSábado Estos son los memes que nos dejó el desayuno de @lopezobrador_ y @JoseAMeadeK
https://t.co/RgK5B4PG1j https://t…","RT @ Nacion321: # HappySaturday These are the memes that left us the breakfast of @lopezobrador_ and @JoseAMeadeK
https://t.co/RgK5B4PG1j https: // t ...",0.0
MC se unirá contra la reforma energética,MC will join against the energy reform,0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
@YouleeGuzman @lopezobrador_ ¿Diferencia? Esa empresa es del futuro coordinador de la oficina del presidente. No le disimulan ni tantito.,@YouleeGuzman @lopezobrador_ Difference? That company is the future coordinator of the president's office. They do not hide him or anything.,0.0
"RT @TamaulipasI: #VIDEO Al carecer México de banca nacional, @AlfredoJalifeR_ afirma sería necesario para gobierno de @lopezobrador_ tener…","RT @TamaulipasI: #VIDEO Since Mexico lacks national banking, @AlfredoJalifeR_ would be necessary for the government of @lopezobrador_ to have ...",0.0
"RT @buchinichi: @AlexMoreiraR @PabloHiriart @lopezobrador_ @JoseAMeadeK Hablaron de bajar la publicidad
no de suspenderla...

No permitamos…","RT @buchinichi: @AlexMoreiraR @PabloHiriart @lopezobrador_ @JoseAMeadeK They talked about downloading advertising
not to suspend it ...

Do not let ...",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
RT @nellycarrasconr: El plan de Austeridad Republicana que propone el presidente electo Andrés Manuel @lopezobrador_ es un acto de justicia…,"RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
Elección de  ⁦@lopezobrador_⁩  en México tendrá impacto en el mundo: ⁦@JohnMAckerman⁩  https://t.co/umY6bRmb2m,Choice of @lopezobrador_ in Mexico will have an impact on the world: @JohnMAckerman https://t.co/umY6bRmb2m,0.0
RT @vampipe: Mensaje grabado desde el sótano de @lopezobrador_. https://t.co/hwmKO2FtYP,RT @vampipe: Message recorded from the basement of @lopezobrador_. https://t.co/hwmKO2FtYP,0.0
"En resumen,ardillita sin bellota sobese la cola.
Al chile  su ya desgastado argumento: No le mamas la verga… https://t.co/Qq9fG4tn2x","In short, squirrel without acorn over the tail.
To the chile its already worn argument: Do not suck the cock ... https://t.co/Qq9fG4tn2x",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
@BigosRocker,@BigosRocker,0.0
RT @RodrigoGuillot: @AlfredoJalifeR_ @LVidegaray @EPN También se está tardando @lopezobrador_ en condenar el atentado contra la vida de @Ni…,RT @RodrigoGuillot: @AlfredoJalifeR_ @LVidegaray @EPN It is also taking @lopezobrador_ to condemn the attack against the life of @ Ni ...,0.0
"@GabrielRafaelMM @gab_cab @logof781 @jgnaredo @LeonKrauze @lopezobrador_ MÉXICO ÉS INDÍGENA. MÉXICO es MEXICA, MESC… https://t.co/NCG1CO93gp","@GabrielRafaelMM @gab_cab @ logof781 @jgnaredo @LeonKrauze @lopezobrador_ MEXICO IS INDIGENOUS. MEXICO is MEXICA, MESC ... https://t.co/NCG1CO93gp",0.0
"RT @edinakisa: Ojo, esa modalidad de ataque con drones al presidente venezolano nos deja tarea en México, Urge planteamiento al respecto en…","RT @edinakisa: Ojo, that modality of drone attack on the Venezuelan president leaves us with a job in Mexico, an urgent need for this in ...",0.0
@lopezobrador_  https://t.co/eZ5VAemr4D,@lopezobrador_ https://t.co/eZ5VAemr4D,0.0
"RT @HectorAtarrabia: El pendejo histórico es el que gusta de que sus pendejadas queden registradas para la Historia...
😂😂😂😂😂😂😂😂😂😂😂 https://…",@lopezobrador_ https://t.co/eZ5VAemr4D,0.0
"RT @jgnaredo: Dice @jorgeramosnews que @lopezobrador_ comienza a “traicionar” a sus votantes por haber nombrado a Bartlett en la CFE.

Duda…","RT @jgnaredo: @jorgeramosnews says that @lopezobrador_ begins to ""betray"" its voters for having named Bartlett in the CFE.

Doubt…",0.0
"RT @epigmenioibarra: Yo tengo Presidente no Tlatoani
No exijo a @lopezobrador_ sacrificios humanos para legitimarse.
Los quinazos, meter a…","RT @epigmenioibarra: I have President not Tlatoani
I do not demand @lopezobrador_ human sacrifices to legitimize.
Los quinazos, tuck ...",0.0
RT @belavasi: @dvdrmz @DRFRANCISCORAMI @lopezobrador_  https://t.co/TzF8bREePv,R @ @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@.,0.0
"RT @PabloHiriart: Se me ocurre preguntar si el derrotado fuera @lopezobrador_ y el triunfador @JoseAMeadeK , habría ido el perdedor a salud…","RT @PabloHiriart: It occurs to me to ask if the defeated were @lopezobrador_ and the winner @JoseAMeadeK, the loser would have gone to health ...",0.0
"RT @revistapolemon: Con @LopezObrador_ en la Presidencia, el lujoso lugar donde actualmente vive @EPN, será convertido en centro cultural.…","RT @revistapolemon: With @LopezObrador_ in the Presidency, the luxurious place where @EPN currently lives will be converted into a cultural center ...",0.0
RT @OMEGATHEANTI: Yo tampoco estoy de acuerdo en que @lopezobrador_ nuestro presidente electo ahora esté diciendo que @JoseAMeadeK es “una…,"RT @OMEGATHEANTI: I do not agree either that @lopezobrador_ our president-elect is now saying that @JoseAMeadeK is ""a ...",0.0
"@AnalistaMxx @lopezdoriga @AlfredoJalifeR_ @julioastillero @fernandeznorona @rubengluengas @lopezobrador_ Es su estilo, Twittear P...","@AnalistaMxx @lopezdoriga @AlfredoJalifeR_ @julioastillero @fernandeznorona @rubengluengas @lopezobrador_ It's your style, Tweet P ...",0.0
RT @ELARQUlTECTO: Cuando @RicardoAnayaC vio a @lopezobrador_ con mi @JoseAMeadeK mi divo de thundera 🤣:  https://t.co/oK08rkHs5L,"@AnalistaMxx @lopezdoriga @AlfredoJalifeR_ @julioastillero @fernandeznorona @rubengluengas @lopezobrador_ It's your style, Tweet P ...",0.0
@PabloHiriart @lopezobrador_ @JoseAMeadeK La suposición de @PabloHiriart solamente tiene lógica si Meade hubiera he… https://t.co/aqYSXUFna1,@PabloHiriart @lopezobrador_ @JoseAMeadeK The assumption of @PabloHiriart only makes sense if Meade had ... https://t.co/aqYSXUFna1,0.0
#MásLeído Esta semana @v_trraverr escribe sobre la oportunidad que tiene @lopezobrador_ para designar ministros en… https://t.co/MSKcaaNcyE,# MásLeído This week @v_trraverr writes about the opportunity that @lopezobrador_ has to designate ministers in ... https://t.co/MSKcaaNcyE,0.0
"RT @epigmenioibarra: Yo tengo Presidente no Tlatoani
No exijo a @lopezobrador_ sacrificios humanos para legitimarse.
Los quinazos, meter a…","RT @epigmenioibarra: I have President not Tlatoani
I do not demand @lopezobrador_ human sacrifices to legitimize.
Los quinazos, tuck ...",0.0
"RT @moushes: #Mexico es pro vida como #ArgentinaEsProvida, escuchen bien @lopezobrador_ y @M_OlgaSCordero, defenderemos la vida desde la co…","RT @moushes: #Mexico is pro-life like #ArgentinaEsProvida, listen well @lopezobrador_ and @M_OlgaSCordero, we will defend life from the co ...",0.0
"RT @MarianaDiazLuna: Se me ocurre preguntar si tú en lugar de venderte como un disque ""periodista"" hubieras sido... lo que eres, un Don nad…","RT @MarianaDiazLuna: It occurs to me to ask if instead of selling you as a ""journalist"" disc you would have been ... what you are, a Don nad ...",0.0
@economista_vega @Monicucha @PabloHiriart @lopezobrador_ @JoseAMeadeK De hecho ya lo reconocieron ¿O no es por eso… https://t.co/9JGUquVsWc,@economista_vega @Monucha @PabloHiriart @lopezobrador_ @JoseAMeadeK In fact they already recognized it Or is not that why ... https://t.co/9JGUquVsWc,0.0
@mamichelita @jimmytoon @lukika7 @monerohernandez @gallardo33 @INEMexico @lopezobrador_ Ya 100tc cñora,@mamichelita @jimmytoon @ lukika7 @monerohernandez @ gallardo33 @INEMexico @lopezobrador_ Ya 100tc cñora,0.0
"@lopezobrador_ Sr. López Obrador, voté por ud y me siento traicionado con el nombramiento de Barlett en C F E, a na… https://t.co/FfwusnMNLr","@lopezobrador_ Mr. López Obrador, I voted for you and I feel betrayed with the appointment of Barlett in C F E, a na ... https://t.co/FfwusnMNLr",0.0
"RT @QuesaVerdades: Me acaban de mandar un mensaje a la página de facebook diciendo que el proyecto de crear 400,000 empleos en la siembra d…","RT @QuesaVerdades: I just sent a message to the facebook page saying that the project to create 400,000 jobs in the sowing of ...",0.0
"RT @ArielMR24: @epigmenioibarra @lopezobrador_ Sabemos que López Obrador no acabará con la corrupción, después de que el #PRIAN destrozo al…","RT @ ArielMR24: @epigmenioibarra @lopezobrador_ We know that López Obrador will not end corruption, after #PRIAN destroyed the ...",0.0
Esteban Moctezuma quien fue secretario de gobernación en el gobierno de Ernesto Zedillo apunta para Estar en el gab… https://t.co/xf2ThUho54,Esteban Moctezuma who was secretary of government in the government of Ernesto Zedillo aims to be in the gab ... https://t.co/xf2ThUho54,0.0
